Author,Art,Sale date,Price,Genre,Style,Image,Dimensions,Media,Location,Found,Url
Gustav Klimt,Apple Tree I,11.08.2006,"33,056,000",landscape,Art Nouveau (Modern),https://uploads6.wikiart.org/images/gustav-klimt/apple-tree-ii.jpg!Large.jpg,80 x 80 cm,"oil, canvas","Belvedere, Vienna, Austria",1,https://www.wikiart.org/en/Search/Gustav Klimt Apple Tree I
Claude Monet,Bassin aux nympheas et sentier au bord de l′eau,06.30.1998,"32,991,502",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Bassin aux nympheas et sentier au bord de l′eau
Canaletto,"Venice, the Grand Canal, looking north-east from Palazzo Balbi to the Rialto Bridge",07.07.2005,"32,648,762",veduta,Baroque,https://uploads8.wikiart.org/images/canaletto/venice-the-grand-canal-looking-north-east-from-palazzo-balbi-to-the-rialto-bridge.jpg!Large.jpg,87 x 139 cm,"oil, canvas",Private Collection,1,"https://www.wikiart.org/en/Search/Canaletto Venice, the Grand Canal, looking north-east from Palazzo Balbi to the Rialto Bridge"
Alberto Giacometti,Diego en chemise écossaise,11.05.2013,"32,645,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Diego en chemise écossaise
Jackson Pollock,Number 16,11.12.2013,"32,645,000",,,,,,,0,https://www.wikiart.org/en/Search/Jackson Pollock Number 16
Andy Warhol,Self portrait,05.12.2010,"32,562,500",self-portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/self-portrait.jpg,,silkscreen,,1,https://www.wikiart.org/en/Search/Andy Warhol Self portrait
Andy Warhol,Double Marlon,05.13.2008,"32,521,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Double Marlon
,Abstraktes Bild,02.13.2014,"32,293,282",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Camille Pissarro,"Le boulevard Montmartre, matinée de printemps",02.05.2014,"32,098,220",,,,,,,0,"https://www.wikiart.org/en/Search/Camille Pissarro Le boulevard Montmartre, matinée de printemps"
Willem de Kooning,Untitled VIII,11.12.2013,"32,085,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled VIII
Pablo Picasso,Les femmes d′Alger,11.10.1997,"31,902,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Les femmes d′Alger
Roy Lichtenstein,Seductive Girl,11.12.2013,"31,525,000",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Seductive Girl
Pablo Picasso,Le sauvetage,05.07.2014,"31,525,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Le sauvetage
Andy Warhol,Liz #3,11.11.2014,"31,525,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Liz #3
,Abstraktes Bild,11.12.2014,"31,525,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Mark Rothko,Untitled,05.12.2010,"31,442,500",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Clyfford Still,1947-Y-No. 2,11.09.2011,"31,442,500",abstract,Abstract Expressionism,https://uploads1.wikiart.org/images/clyfford-still/1947-y-no-2-1947.jpg,176.5 x 149.9 cm,oil,,1,https://www.wikiart.org/en/Search/Clyfford Still 1947-Y-No. 2
Gustav Klimt,Houses at Unterach on the Attersee,11.08.2006,"31,376,000",cityscape,Art Nouveau (Modern),https://uploads0.wikiart.org/images/gustav-klimt/houses-at-unterach-on-the-attersee.jpg!Large.jpg,110 x 110 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Gustav Klimt Houses at Unterach on the Attersee
Amedeo Modigliani,Jeanne Hébuterne,11.04.2004,"31,368,000",portrait,Expressionism,https://uploads1.wikiart.org/images/amedeo-modigliani/jeanne-hebuterne-1918.jpg!Large.jpg,46 x 29 cm,"oil, canvas","Musee d'Art Moderne de Troyes, Troyes, France",1,https://www.wikiart.org/en/Search/Amedeo Modigliani Jeanne Hébuterne
Amedeo Modigliani,Le Fils du concierge,11.07.2006,"31,096,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Le Fils du concierge
Pablo Picasso,Mousquetaire à la pipe,11.06.2013,"30,965,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Mousquetaire à la pipe
Amedeo Modigliani,Portrait du sculpteur Oscar Miestchaninoff,11.06.2007,"30,841,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Portrait du sculpteur Oscar Miestchaninoff
Pablo Picasso,Femme accroupie au costume turc,11.06.2007,"30,841,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme accroupie au costume turc
Edvard Munch,Girls on a Bridge,05.07.2008,"30,841,000",,,,,,,0,https://www.wikiart.org/en/Search/Edvard Munch Girls on a Bridge
Claude Monet,Le Palais Contarini,06.19.2013,"30,836,572",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le Palais Contarini
Ed Ruscha,Smash,11.12.2014,"30,405,000",,,,,,,0,https://www.wikiart.org/en/Search/Ed Ruscha Smash
Henry Moore,Reclining Figure: Festival,02.07.2012,"30,127,386",,,,,,,0,https://www.wikiart.org/en/Search/Henry Moore Reclining Figure: Festival
Andy Warhol,Six self portraits,05.14.2014,"30,125,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Six self portraits
Cy Twombly,Untitled,02.11.2015,"29,988,256",abstract,Abstract Expressionism,https://uploads8.wikiart.org/images/cy-twombly/untitled.jpg!Large.jpg,256 x 307 cm,"crayon, oil, pencil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Cy Twombly Untitled
Johannes,A young woman seated at the virginals,07.07.2004,"29,934,770",,,,,,,0,https://www.wikiart.org/en/Search/Johannes A young woman seated at the virginals
Francis Bacon,Untitled,11.13.2012,"29,762,500",genre painting,Expressionism,https://uploads5.wikiart.org/images/francis-bacon/untitled(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Untitled
Gino Severini,Danseuse,06.25.2008,"29,600,370",,,,,,,0,https://www.wikiart.org/en/Search/Gino Severini Danseuse
Paul Cézanne,Bouilloire et fruits,12.07.1999,"29,466,720",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Bouilloire et fruits
Jean-Michel Basquiat,Untitled,11.12.2013,"29,285,000",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
,Abstraktes Bild,05.13.2014,"29,285,000",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
Willem de Kooning,Clamdigger,11.12.2014,"29,285,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Clamdigger
Sir Lawrence Alma-Tadema,The meeting of Antony and Cleopatra: 41 BC,05.05.2011,"29,202,500",,,,,,,0,https://www.wikiart.org/en/Search/Sir Lawrence Alma-Tadema The meeting of Antony and Cleopatra: 41 BC
Pablo Picasso,Femme assise dans un fauteuil,05.02.2012,"29,202,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme assise dans un fauteuil
Pablo Picasso,Tête de Femme,11.07.2007,"29,161,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Tête de Femme
Gustav Klimt,Landhaus am Attersee,11.05.2003,"29,128,000",,,,,,,0,https://www.wikiart.org/en/Search/Gustav Klimt Landhaus am Attersee
Pablo Picasso,"Femme assise, robe bleue",06.21.2011,"29,043,342",,Synthetic Cubism,https://uploads1.wikiart.org/00234/images/pablo-picasso/2017-nyr-14183-0012a-000-pablo-picasso-femme-assise-robe-bleue.jpg!Large.jpg,,,,1,"https://www.wikiart.org/en/Search/Pablo Picasso Femme assise, robe bleue"
Jean-Michel Basquiat,Untitled,06.25.2013,"28,888,188",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
,Blau,05.14.2014,"28,725,000",,,,,,,0,https://www.wikiart.org/en/Search/ Blau
Rembrandt Harmensz van Rijn,"Portrait of a lady, aged 62, perhaps Aeltje Pietersdr. Uylenburgh, wife of Johannes Cornelisz. Sylvius, half-length, in black costume and a cap and collar",12.13.2000,"28,676,152",,,,,,,0,"https://www.wikiart.org/en/Search/Rembrandt Harmensz van Rijn Portrait of a lady, aged 62, perhaps Aeltje Pietersdr. Uylenburgh, wife of Johannes Cornelisz. Sylvius, half-length, in black costume and a cap and collar"
,Wand,02.12.2014,"28,663,260",,,,,,,0,https://www.wikiart.org/en/Search/ Wand
Francis Bacon,Study for a portrait,06.28.2011,"28,660,766",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Study for a portrait
Henri Matisse,Bouquet de fleurs pour le quatorze juillet,05.05.2010,"28,642,500",,,https://uploads5.wikiart.org/00246/images/henri-matisse/henri-matisse-bouquet-de-fleurs-pour-le-quatorze-juillet.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Henri Matisse Bouquet de fleurs pour le quatorze juillet
Jasper Johns,Flag,05.11.2010,"28,642,500",,,,,,,0,https://www.wikiart.org/en/Search/Jasper Johns Flag
Juan Gris,Violon et guitare,11.03.2010,"28,642,500",,,,,,,0,https://www.wikiart.org/en/Search/Juan Gris Violon et guitare
Paul Cézanne,Nature Morte: Les grosses pommes,05.11.1993,"28,602,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Nature Morte: Les grosses pommes
Andrea Mantegna,Descent into Limbo,01.23.2003,"28,568,000",religious painting,High Renaissance,https://uploads1.wikiart.org/images/andrea-mantegna/descent-into-limbo-1492.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Andrea Mantegna Descent into Limbo
Pablo Picasso,Claude et Paloma,11.04.2013,"28,165,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Claude et Paloma
Jeff Koons,Popeye,05.14.2014,"28,165,000",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Popeye
Roy Lichtenstein,Nude with Red Shirt,11.14.2012,"28,082,500",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Nude with Red Shirt
Francis Bacon,Three Studies for Self-Portrait,05.13.2008,"28,041,000",,,https://uploads2.wikiart.org/00108/images/francis-bacon/3-4.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Three Studies for Self-Portrait
Andy Warhol,Lemon Marilyn,05.16.2007,"28,040,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Lemon Marilyn
Jean Honoré Fragonard,"Portrait of François-Henri, 5th duc d′Harcourt",12.05.2013,"28,015,316",,,,,,,0,"https://www.wikiart.org/en/Search/Jean Honoré Fragonard Portrait of François-Henri, 5th duc d′Harcourt"
Adriaen de Vries,A Bronze Bacchic Figure Supporting The Globe,12.11.2014,"27,885,000",,,,,,,0,https://www.wikiart.org/en/Search/Adriaen de Vries A Bronze Bacchic Figure Supporting The Globe
Gustav Klimt,"Frauenbildnis, portrait of Ria Munk III",06.23.2010,"27,786,368",,,,,,,0,"https://www.wikiart.org/en/Search/Gustav Klimt Frauenbildnis, portrait of Ria Munk III"
George Wesley Bellows,Polo Crowd,12.01.1999,"27,702,500",,,,,,,0,https://www.wikiart.org/en/Search/George Wesley Bellows Polo Crowd
Piet Mondrian,"Composition avec bleu, rouge, jaune et noir",02.23.2009,"27,666,556",,,,,,,0,"https://www.wikiart.org/en/Search/Piet Mondrian Composition avec bleu, rouge, jaune et noir"
Pablo Picasso,Femme au costume turc dans un fauteuil,02.04.2014,"27,653,536",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme au costume turc dans un fauteuil
Francis Bacon,Study for Portrait II,02.08.2007,"27,627,812",,,https://uploads5.wikiart.org/00108/images/francis-bacon/335733.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Study for Portrait II
Vincent van Gogh,L′homme est en mer,02.05.2014,"27,531,980",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh L′homme est en mer
Andy Warhol,Self-portrait,05.11.2011,"27,522,500",self-portrait,Pop Art,https://uploads4.wikiart.org/images/andy-warhol/self-portrait.jpg,,silkscreen,,1,https://www.wikiart.org/en/Search/Andy Warhol Self-portrait
Alberto Giacometti,Grande femme debout II,05.06.2008,"27,481,000",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti Grande femme debout II
Constantin Brancusi,Oiseau dans l′espace,05.04.2005,"27,456,000",,,,,,,0,https://www.wikiart.org/en/Search/Constantin Brancusi Oiseau dans l′espace
Francis Bacon,Study for Head of George Dyer,07.01.2008,"27,433,052",,,https://uploads4.wikiart.org/images/francis-bacon/study-for-head-of-george-dyer-1967(1).jpg!Large.jpg,35.5 x 30.5 cm,,,1,https://www.wikiart.org/en/Search/Francis Bacon Study for Head of George Dyer
Willem de Kooning,Untitled XXV,11.15.2006,"27,120,000",,,,,,,0,https://www.wikiart.org/en/Search/Willem de Kooning Untitled XXV
Claude Monet,Nymphéas,05.06.2014,"27,045,000",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Nymphéas
Mark Rothko,Untitled,05.15.2013,"27,003,750",abstract,Abstract Expressionism,https://uploads1.wikiart.org/images/mark-rothko/not_detected_242115.jpg,126 x 152 cm,,,1,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Andy Warhol,Liz no.5,05.12.2011,"26,962,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Liz no.5
Vincent van Gogh,Sous-bois,11.08.1995,"26,952,500",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Sous-bois
Mark Rothko,Untitled,05.16.2007,"26,920,000",abstract,Abstract Expressionism,https://uploads1.wikiart.org/images/mark-rothko/not_detected_242115.jpg,126 x 152 cm,,,1,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Edward Hopper,Hotel Window,11.29.2006,"26,896,000",,,,,,,0,https://www.wikiart.org/en/Search/Edward Hopper Hotel Window
Amedeo Modigliani,Nu couché,11.04.2003,"26,887,500",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani Nu couché
Joan Miró,Painting-Poem,02.07.2012,"26,590,650",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Painting-Poem
Christopher Wool,Apocalypse Now,11.12.2013,"26,485,000",,,,,,,0,https://www.wikiart.org/en/Search/Christopher Wool Apocalypse Now
,A.B. Courbet,11.13.2013,"26,485,000",,,,,,,0,https://www.wikiart.org/en/Search/ A.B. Courbet
Franz Kline,King Oliver,11.12.2014,"26,485,000",,,,,,,0,https://www.wikiart.org/en/Search/Franz Kline King Oliver
Edgar Degas,Danseuses à la barre,06.24.2008,"26,421,902",,,,,,,0,https://www.wikiart.org/en/Search/Edgar Degas Danseuses à la barre
Jean-Michel Basquiat,Untitled,11.14.2012,"26,402,500",,,,,,,0,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Edouard Manet,La rue Mosnier aux drapeaux,11.14.1989,"26,400,000",,,,,,,0,https://www.wikiart.org/en/Search/Edouard Manet La rue Mosnier aux drapeaux
Vincent van Gogh,Autoportrait,05.15.1990,"26,400,000",,,,,,,0,https://www.wikiart.org/en/Search/Vincent van Gogh Autoportrait
Edouard Manet,Les Courses au Bois de Boulogne,05.05.2004,"26,328,000",,,,,,,0,https://www.wikiart.org/en/Search/Edouard Manet Les Courses au Bois de Boulogne
Amedeo Modigliani,L′Amazone,05.07.2013,"25,925,000",,,,,,,0,https://www.wikiart.org/en/Search/Amedeo Modigliani L′Amazone
Jean-Michel Basquiat,Untitled,11.13.2013,"25,925,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/untitled.jpg!Large.jpg,186.1 x 125.1 cm,,Private Collection,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Untitled
Alexander Calder,Poisson volant,05.13.2014,"25,925,000",,,,,,,0,https://www.wikiart.org/en/Search/Alexander Calder Poisson volant
Jeff Koons,Balloon Monkey,11.12.2014,"25,925,000",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Balloon Monkey
Philip Guston,To Fellini,05.15.2013,"25,883,750",abstract,Abstract Expressionism,https://uploads8.wikiart.org/images/philip-guston/to-fellini-1958.jpg,,,,1,https://www.wikiart.org/en/Search/Philip Guston To Fellini
Piet Mondrian,"Composition with red, blue and grey",06.23.2014,"25,870,094",,,,,,,0,"https://www.wikiart.org/en/Search/Piet Mondrian Composition with red, blue and grey"
Alberto Giacometti,La main,05.04.2010,"25,842,500",,,,,,,0,https://www.wikiart.org/en/Search/Alberto Giacometti La main
Ren Yi,Huafeng people′s wishes to Emperor Yao,07.16.2011,"25,804,704",,,,,,,0,https://www.wikiart.org/en/Search/Ren Yi Huafeng people′s wishes to Emperor Yao
Rembrandt Harmensz van Rijn,Saint James the Greater,01.25.2007,"25,800,000",,,,,,,0,https://www.wikiart.org/en/Search/Rembrandt Harmensz van Rijn Saint James the Greater
Jeff Koons,Balloon Flower,06.30.2008,"25,783,062",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Balloon Flower
Paul Cézanne,Nature morte au melon vert,05.08.2007,"25,520,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Nature morte au melon vert
Francis Bacon,Self-portrait,05.11.2011,"25,282,500",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Self-portrait
Willem de Kooning,Untitled V,11.13.2013,"24,805,000",abstract,Abstract Expressionism,https://uploads2.wikiart.org/images/willem-de-kooning/untitled-1949.jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Willem de Kooning Untitled V
Pablo Picasso,Femme assise dans un fauteuil,11.10.1997,"24,752,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Femme assise dans un fauteuil
Pablo Picasso,Maternité,11.14.1988,"24,750,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Maternité
Claude Monet,Le bassin aux nymphéas,11.02.2010,"24,722,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le bassin aux nymphéas
Francis Bacon,Seated Woman,12.12.2007,"24,556,844",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Seated Woman
Zhang Daqian,Lotus and Mandarin ducks,05.31.2011,"24,551,210",,,,,,,0,https://www.wikiart.org/en/Search/Zhang Daqian Lotus and Mandarin ducks
Jean Antoine Watteau,La Surprise: A couple embracing while a figure dressed as Mezzetin tunes a guitar,07.08.2008,"24,417,178",,,,,,,0,https://www.wikiart.org/en/Search/Jean Antoine Watteau La Surprise: A couple embracing while a figure dressed as Mezzetin tunes a guitar
Franz Marc,Weidende Pferde III,02.05.2008,"24,326,828",,,,,,,0,https://www.wikiart.org/en/Search/Franz Marc Weidende Pferde III
Claude Monet,Le portail,05.10.2000,"24,205,750",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Le portail
Paul Gauguin,Mata Mua,05.09.1989,"24,200,000",,,,,,,0,https://www.wikiart.org/en/Search/Paul Gauguin Mata Mua
André Derain,Arbres à Collioure,06.22.2010,"24,156,490",,,,,,,0,https://www.wikiart.org/en/Search/André Derain Arbres à Collioure
,Vierwaldstätter See,02.11.2015,"24,015,744",,,,,,,0,https://www.wikiart.org/en/Search/ Vierwaldstätter See
Pablo Picasso,Nu au collier,06.25.2002,"23,944,552",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Nu au collier
Andy Warhol,Big Campbell′s soup can with can opener,11.10.2010,"23,882,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Big Campbell′s soup can with can opener
Henri Matisse,Odalisque au fauteuil noir,02.03.2015,"23,830,560",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Odalisque au fauteuil noir
Pablo Picasso,Les Tuileries,06.25.1990,"23,821,898",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Les Tuileries
David Smith,Cubi XXVIII,11.09.2005,"23,816,000",,,,,,,0,https://www.wikiart.org/en/Search/David Smith Cubi XXVIII
Kurt Schwitters,Ja - Was? - Bild,06.24.2014,"23,781,982",,,,,,,0,https://www.wikiart.org/en/Search/Kurt Schwitters Ja - Was? - Bild
Cui Ruzhuo,Landscape in snow,04.07.2014,"23,725,710",,,,,,,0,https://www.wikiart.org/en/Search/Cui Ruzhuo Landscape in snow
Andy Warhol,Marlon,11.14.2012,"23,714,500",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Marlon
Christopher Wool,If You,05.13.2014,"23,685,000",,,,,,,0,https://www.wikiart.org/en/Search/Christopher Wool If You
Jean-Michel Basquiat,Undiscovered genius of the Mississippi Delta,05.14.2014,"23,685,000",figurative,Neo-Expressionism,https://uploads0.wikiart.org/images/jean-michel-basquiat/undiscovered-genius-of-the-mississippi-delta.jpg!Large.jpg,121.9 x 467.4 cm,"crayon, canvas, paper",,1,https://www.wikiart.org/en/Search/Jean-Michel Basquiat Undiscovered genius of the Mississippi Delta
Roy Lichtenstein,Nude with Yellow Flower,05.15.2013,"23,643,750",,,,,,,0,https://www.wikiart.org/en/Search/Roy Lichtenstein Nude with Yellow Flower
Gustav Klimt,Schloss Kammer am Attersee II,10.09.1997,"23,562,388",landscape,Art Nouveau (Modern),https://uploads0.wikiart.org/images/gustav-klimt/schloss-kammer-am-attersee-ii-1909.jpg!Large.jpg,110 x 110 cm,"oil, canvas",,1,https://www.wikiart.org/en/Search/Gustav Klimt Schloss Kammer am Attersee II
Andy Warhol,Liz,11.13.2007,"23,561,000",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Liz
Jeff Koons,Hanging Heart,11.14.2007,"23,561,000",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Hanging Heart
Yves Klein,MG 9,05.14.2008,"23,561,000",,,,,,,0,https://www.wikiart.org/en/Search/Yves Klein MG 9
Wu Guanzhong,Ten Thousand Miles of the Yangtze River,11.19.2011,"23,548,498",,,,,,,0,https://www.wikiart.org/en/Search/Wu Guanzhong Ten Thousand Miles of the Yangtze River
Lucian Freud,Naked Portrait with Reflection,06.30.2008,"23,548,214",nude painting (nu),Expressionism,https://uploads0.wikiart.org/images/lucian-freud/naked-portrait-with-reflection-1980.jpg,90.3 x 90.3 cm,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/Lucian Freud Naked Portrait with Reflection
Pierre-Auguste Renoir,Dans les Roses,05.06.2003,"23,528,000",,,,,,,0,https://www.wikiart.org/en/Search/Pierre-Auguste Renoir Dans les Roses
John Singer Sargent,Group with Parasols,12.01.2004,"23,528,000",genre painting,Impressionism,https://uploads1.wikiart.org/images/john-singer-sargent/group-with-parasols.jpg!Large.jpg,,"oil, canvas",Private Collection,1,https://www.wikiart.org/en/Search/John Singer Sargent Group with Parasols
Joan Miró,Painting,02.04.2015,"23,413,412",,,,,,,0,https://www.wikiart.org/en/Search/Joan Miró Painting
Lyonel Feininger,Jesuiten III,05.08.2007,"23,280,000",,,,,,,0,https://www.wikiart.org/en/Search/Lyonel Feininger Jesuiten III
Zeng Fanzhi,The Last Supper,10.05.2013,"23,269,068",,,,,,,0,https://www.wikiart.org/en/Search/Zeng Fanzhi The Last Supper
Jeff Koons,Cracked Egg,02.13.2014,"23,237,534",,,,,,,0,https://www.wikiart.org/en/Search/Jeff Koons Cracked Egg
Paul Cézanne,Madame Cézanne au fauteuil jaune,05.12.1997,"23,102,500",,,,,,,0,https://www.wikiart.org/en/Search/Paul Cézanne Madame Cézanne au fauteuil jaune
Pablo Picasso,L′Aubade,11.02.2011,"23,042,500",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso L′Aubade
Jackson Pollock,Number 28,05.08.2012,"23,042,500",,,,,,,0,https://www.wikiart.org/en/Search/Jackson Pollock Number 28
Wassily Kandinsky,Studie für Improvisation 8,11.07.2012,"23,042,500",,,,,,,0,https://www.wikiart.org/en/Search/Wassily Kandinsky Studie für Improvisation 8
Wassily Kandinsky,Fugue,05.17.1990,"22,990,000",abstract,Abstract Art,https://uploads8.wikiart.org/images/wassily-kandinsky/fugue-1914.jpg!Large.jpg,129.5 x 129.5 cm,"oil, canvas","Beyeler Foundation, Riehen, Switzerland",1,https://www.wikiart.org/en/Search/Wassily Kandinsky Fugue
Pablo Picasso,Portrait de femme,05.06.2014,"22,565,000",,,,,,,0,https://www.wikiart.org/en/Search/Pablo Picasso Portrait de femme
Francis Bacon,Figure Turning,05.13.2014,"22,565,000",figurative,Expressionism,https://uploads2.wikiart.org/images/francis-bacon/figure-turning(1).jpg!Large.jpg,,,,1,https://www.wikiart.org/en/Search/Francis Bacon Figure Turning
Norman Rockwell,The Rookie,05.22.2014,"22,565,000",,,,,,,0,https://www.wikiart.org/en/Search/Norman Rockwell The Rookie
,Untitled,11.12.2014,"22,565,000",,,,,,,0,https://www.wikiart.org/en/Search/ Untitled
Max Beckmann,Selbstbildnis mit Horn,05.10.2001,"22,555,750",,,,,,,0,https://www.wikiart.org/en/Search/Max Beckmann Selbstbildnis mit Horn
Andy Warhol,Three Self-portraits,02.27.2008,"22,550,242",,,,,,,0,https://www.wikiart.org/en/Search/Andy Warhol Three Self-portraits
Mark Rothko,Untitled,11.09.2010,"22,482,500",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Claude Monet,Les Peupliers,05.04.2011,"22,482,500",,,,,,,0,https://www.wikiart.org/en/Search/Claude Monet Les Peupliers
Maurice de Vlaminck,Paysage de banlieue,05.04.2011,"22,482,500",,,,,,,0,https://www.wikiart.org/en/Search/Maurice de Vlaminck Paysage de banlieue
Barnett Newman,Onement V,05.08.2012,"22,482,500",abstract,Color Field Painting,https://uploads0.wikiart.org/images/barnett-newman/onement-vi-1953.jpg,259.1 x 304.8 cm,oil,,1,https://www.wikiart.org/en/Search/Barnett Newman Onement V
Henri Matisse,Portrait au manteau bleu,05.06.2008,"22,441,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri Matisse Portrait au manteau bleu
Mark Rothko,Untitled,05.16.2007,"22,440,000",abstract,Abstract Expressionism,https://uploads1.wikiart.org/images/mark-rothko/not_detected_242115.jpg,126 x 152 cm,,,1,https://www.wikiart.org/en/Search/Mark Rothko Untitled
Henri de Toulouse-Lautrec,La blanchisseuse,11.01.2005,"22,416,000",,,,,,,0,https://www.wikiart.org/en/Search/Henri de Toulouse-Lautrec La blanchisseuse
Mark Rothko,Homage to Matisse,11.08.2005,"22,416,000",,,,,,,0,https://www.wikiart.org/en/Search/Mark Rothko Homage to Matisse
Egon Schiele,Einzelne Häuser,11.08.2006,"22,416,000",,,,,,,0,https://www.wikiart.org/en/Search/Egon Schiele Einzelne Häuser
Francis Bacon,Two studies for self-portrait,02.10.2015,"22,409,162",,,,,,,0,https://www.wikiart.org/en/Search/Francis Bacon Two studies for self-portrait
Fernand Léger,La femme en rouge et vert,11.04.2003,"22,407,500",,,,,,,0,https://www.wikiart.org/en/Search/Fernand Léger La femme en rouge et vert
Edward Burne-Jones,Love among the Ruins,07.11.2013,"22,115,900",genre painting,Romanticism,https://uploads6.wikiart.org/images/edward-burne-jones/love-among-the-ruins-1894.jpg!Large.jpg,,"oil, canvas",,1,https://www.wikiart.org/en/Search/Edward Burne-Jones Love among the Ruins
Yves Klein,"Sculpture éponge bleue sans titre, SE 168",05.14.2013,"22,005,000",,,,,,,0,"https://www.wikiart.org/en/Search/Yves Klein Sculpture éponge bleue sans titre, SE 168"
,"Abstraktes Bild, Dunkel",05.15.2013,"21,963,750",,,,,,,0,"https://www.wikiart.org/en/Search/ Abstraktes Bild, Dunkel"
,Abstraktes Bild,05.08.2012,"21,810,500",,,,,,,0,https://www.wikiart.org/en/Search/ Abstraktes Bild
